source,source_record_id,source_address,external_id,distance_m,operator_match,address_similarity,name_similarity,postcode_conflict,eligible,match_method,external_title,external_address,external_operator,external_source_url
evie,ev_00068,"106 Parraween St, Sydney, 2090",7674,0.1,True,0.667,0.0,False,True,nearby_identity,106 Parraween Street Parking – Cremorne,106 Parraween Street  Cremorne 2090,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00103,"119 Stenhouse Drive, Cameron Park, 2285",6211,0.07,True,1.0,0.0,False,True,nearby_identity,Ampol – Cameron Park,119 Stenhouse Drive  Cameron Park 2285,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00111,"12 Lord St, Botany NSW 2019",4539,112.77,True,1.0,0.0,False,True,nearby_identity,Vanguard Logistics – Botany,12 Lord Street  Botany 2019,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00127,"128 Flood Street, Leichhardt NSW 2040",4505,0.01,True,1.0,0.0,False,True,nearby_identity,MarketPlace Leichhardt,128 Flood Street  Leichhardt 2040,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00128,"1-3 Dural St, Hornsby NSW 2077",7322,1.27,True,1.0,0.0,False,True,nearby_identity,1-3 Dural Street Parking – Hornsby,1-3 Dural Street  Hornsby 2077,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00134,"13125 Hume Hwy, Sutton Forest, 2577",6774,13.18,True,1.0,0.0,False,True,nearby_identity,McDonalds – Sutton Forest West,13125 Hume Hwy  Sutton Forest 2577,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00167,"149 Alison Rd, Sydney, 2031",5405,318.72,False,0.25,0.0,False,False,,Royal Randwick,73 Belmore Road  Randwick 2031,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00178,"15 Ridge St, Sydney, 2060",5827,0.15,True,0.571,0.0,False,True,nearby_identity,25 Ridge Street Parking – North Sydney,25 Ridge Street  North Sydney 2060,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00186,"152 Pacific Hwy, 36 Josephson St, Swansea NSW 2281",6077,0.04,True,0.625,0.0,False,True,nearby_identity,Dan Murphy’s – Swansea,152 Pacific Hwy  Swansea 2281,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00202,"16 Oaks Ave, Sydney, 2099",4507,83.65,False,0.333,0.0,False,False,,Dee Why Marketplace,27-33 Oaks Avenue  Dee Why 2099,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00227,"18 Silver St, Sydney, 2031",5405,253.33,False,0.111,0.0,False,False,,Royal Randwick,73 Belmore Road  Randwick 2031,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00229,"18 Victoria Avenue, Castle Hill NSW 2154",7191,2.49,True,1.0,0.0,False,True,nearby_identity,HomeCo – Castle Hill,18 Victoria Avenue  Castle Hill 2154,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00239,"188 Raglan St, Sydney, 2088",5360,0.09,True,0.667,0.0,False,True,nearby_identity,188 Raglan Street Parking – Mosman,188 Raglan St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00239,"188 Raglan St, Sydney, 2088",4607,335.18,True,0.25,0.0,False,False,,46 Gouldsbury Street Parking – Mosman,46 Gouldsbury St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00247,"1-9 Railway Parade, Kogarah NSW 2217",4512,64.0,True,1.0,0.0,False,True,nearby_identity,Kogarah Town Centre,1-9 Railway Parade  Kogarah 2217,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00257,"1985 Camden Valley Way, Prestons NSW 2170",4417,1.25,True,0.857,0.0,False,True,nearby_identity,HomeCo – Prestons,1975-1985 Camden Valley Way  Prestons 2170,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00264,"2 Coast Hospital Rd, Sydney, 2036",7655,0.07,True,0.625,0.0,False,True,nearby_identity,Prince Henry Centre – Little Bay,2 Coast Hospital Road  Little Bay 2036,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00270,"2 Hercules Street, Murrumbateman, 2582",7321,0.05,True,1.0,0.0,False,True,nearby_identity,Murrumbateman Country Inn – AA009A,"2 Hercules Street, Murrumbateman NSW  Murrumbateman 2582",Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00279,"2 Premier St, Sydney, 2217",4512,122.65,False,0.1,0.0,False,False,,Kogarah Town Centre,1-9 Railway Parade  Kogarah 2217,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00283,"2 Rosenthal Ave, Lane Cove NSW 2066",6348,73.1,True,1.0,0.0,False,True,nearby_identity,The Canopy – Lane Cove,2 Rosenthal Avenue  Lane Cove 2066,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00288,"2 Stewart St, Lithgow, 2790",5904,0.06,True,0.667,0.0,False,True,nearby_identity,Hungry Jacks – Lithgow,2 Stewart Street  Bowenfels 2790,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00298,"20 Smidmore St, Marrickville NSW 2204",6698,119.0,True,1.0,0.0,False,True,nearby_identity,Marrickville Metro,20 Smidmore St  Marrickville 2204,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00300,"200 Crown St, Wollongong NSW 2500",5875,0.03,True,0.5,0.0,False,True,nearby_identity,Wollongong Central Shopping Centre,Regent St  Wollongong 2500,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00303,"201 Manning River Drive, Taree, 2430",6772,2.46,True,0.714,0.0,False,True,nearby_identity,Taree South Service Centre,201 Manning River Drive  Glenthrone 2430,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00306,20-22 Camden Rd Campbelltown NSW 2560 Australia,6701,260.54,False,0.222,0.0,False,False,,Marketfair Campbelltown,4 Tindall Street  Campbelltown 2560,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00310,"205 Old Hume Hwy, Mittagong, 2575",4336,0.11,True,1.0,0.0,False,True,nearby_identity,Highlands Hub – Mittagong,205 Old Hume Hwy  Mittagong 2575,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00331,"220 Taren Point Rd, Caringbah NSW 2229",4411,32.4,True,1.0,0.0,False,True,nearby_identity,HomeCo – Caringbah,220 Taren Point Rd  Caringbah 2229,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00332,"221 Wolseley St, Jamisontown NSW 2750",6448,23.34,True,1.0,0.0,True,False,nearby_identity,Shell Coles Express – Jamisontown,221 Wolseley Street  Jamisontown 2750,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00335,"224 Prospect Hwy, Seven Hills NSW 2147",7260,1.73,True,1.0,0.0,False,True,nearby_identity,Seven Hills Plaza,224 Prospect Hwy  Seven Hills 2147,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00341,"227 Railway Terrace, Schofields NSW 2762",3847,11.57,True,1.0,0.0,False,True,nearby_identity,Schofields Village,227 Railway Terrace  Schofields 2762,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00342,"228-234 Pacific Hwy, Swansea NSW, 2281",6077,338.96,False,0.571,0.0,False,False,,Dan Murphy’s – Swansea,152 Pacific Hwy  Swansea 2281,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00354,"24 Cooper St, Macksville, 2447",3565,0.11,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary – Macksville,24 Cooper St  Macksville 2447,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00357,"24 Sallys Corner Rd, Exeter, 2579",6774,476.74,False,0.0,0.0,True,False,,McDonalds – Sutton Forest West,13125 Hume Hwy  Sutton Forest 2577,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00358,"240 Hillsborough Rd, Warners Bay NSW 2282",7316,7.62,True,1.0,0.0,False,True,nearby_identity,Warners Bay Grove,240 Hillsborough Rd  Warners Bay 2282,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00366,"247 Belmore Rd, Riverwood NSW 2210",7719,0.03,True,1.0,0.0,False,True,nearby_identity,Riverwood Plaza,247 Belmore Rd  Riverwood 2210,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00369,"25 Frenchs Forest Rd E, Frenchs Forest NSW 2086",7713,13.54,True,1.0,0.0,False,True,nearby_identity,Allambie Grove Business Park – Frenchs Forest,25 Frenchs Forest Rd E  Frenchs Forest 2086,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00378,"26 Bent St, Sydney, 2137",6577,0.06,True,0.667,0.0,False,True,nearby_identity,Concord Community Church,26 Bent St  Concord 2137,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00383,"260 Jersey Rd, Plumpton NSW 2761",6419,122.45,True,1.0,0.0,False,True,nearby_identity,HomeCo – Plumpton Marketplace,260 Jersey Rd  Plumpton 2761,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00384,"260A Liverpool Rd, Ashfield NSW 2131",3651,0.04,True,1.0,0.0,False,True,nearby_identity,Ashfield Mall,260A Liverpool Rd  Ashfield 2131,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00392,"27-33 Oaks Ave, Dee Why NSW 2099",4507,2.68,True,1.0,0.0,False,True,nearby_identity,Dee Why Marketplace,27-33 Oaks Avenue  Dee Why 2099,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00398,"2-8 Turramurra Ave, Sydney, 2074",5961,0.07,True,0.833,0.0,False,True,nearby_identity,Gilroy Lane Car Park – Turramurra,2-8 Turramurra Ave  Turramurra 2074,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00401,"2848 Pacific Hwy, Tyndale NSW, 2464",6617,5.52,True,0.667,0.0,True,False,nearby_identity,Tyndale Tourist Park Roadhouse,2848 Pacific Hwy  Tyndale 2460,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00407,"293 Belmore Rd, Sydney, 2210",7719,217.17,False,0.429,0.0,False,False,,Riverwood Plaza,247 Belmore Rd  Riverwood 2210,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00412,"2A Beach Rd, Batemans Bay, 2536",6798,134.87,False,0.333,0.0,False,False,,Batemans Bay Village Centre,1 Perry Street  Batemans Bay 2536,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00412,"2A Beach Rd, Batemans Bay, 2536",7643,299.3,False,0.3,0.0,False,False,,Dan Murphy’s – Batemans Bay,51/53A Orient St  Batemans Bay 2536,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00418,"3 Bungendore Rd, Queanbeyan NSW 2620",7725,1.0,True,1.0,0.0,False,True,nearby_identity,Red Rooster – Queanbeyan,3 Bungendore Rd  Queanbeyan 2620,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00423,"3 George St, North Strathfield NSW 2137",7315,4.69,True,1.0,0.0,False,True,nearby_identity,Bakehouse Quarter – North Strathfield,3 George St  North Strathfield 2137,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00426,"3 Leisure Dr, Tweed Heads, 2486",5047,0.05,True,0.5,0.0,False,True,nearby_identity,Banora Shopping Village – Banora Point,3 Leisure Drive  Banora Point 2486,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00455,"32 Sydney St, Tarcutta, 2652",7723,0.04,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary – Tarcutta,32 Sydney Street  Tarcutta 2652,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00457,"322 Woodville Rd, Guildford NSW 2161",7694,0.28,True,1.0,0.0,False,True,nearby_identity,Red Rooster – Guildford,322 Woodville Road  Guildford 2161,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00495,"368 Anzac Pde, Sydney, 2032",5841,471.72,False,0.1,0.0,False,False,,88 Houston Road Parking – Kingsford,88-90 Houston Road  Kingsford 2032,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00501,"38 Abbott Rd, Seven Hills NSW 2147",7323,28.78,False,1.0,0.0,False,False,nearby_identity,Ampol Foodary – Seven Hills,38 Abbott Rd  Seven Hills 2147,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00511,"3A Cowell St, Sydney, 2111",7286,0.12,True,0.667,0.0,False,True,nearby_identity,3A Cowell Street Parking – Gladesville,3A Cowell Street  Gladesville 2111,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00517,"4 Tindall St, Sydney, 2560",6701,0.02,True,0.667,0.0,False,True,nearby_identity,Marketfair Campbelltown,4 Tindall Street  Campbelltown 2560,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00519,"40 Gouldsbury St, Sydney, 2088",4607,0.04,True,0.429,0.0,False,True,nearby_identity,46 Gouldsbury Street Parking – Mosman,46 Gouldsbury St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00519,"40 Gouldsbury St, Sydney, 2088",5360,335.12,True,0.25,0.0,False,False,,188 Raglan Street Parking – Mosman,188 Raglan St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00519,"40 Gouldsbury St, Sydney, 2088",6008,337.13,True,0.111,0.0,False,False,,Mosman Village Green,6 Myahgah Rd  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00528,"401 Cabramatta Rd W, Cabramatta NSW 2166",7319,0.05,True,0.8,0.0,False,True,nearby_identity,Hungry Jack’s – Cabramatta,401 Cabramatta Rd  Cabramatta 2166,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00542,"42 Camden Rd, Sydney, 2560",6701,89.06,False,0.111,0.0,False,False,,Marketfair Campbelltown,4 Tindall Street  Campbelltown 2560,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00565,"4-6 New St, Lawson NSW 2783",6769,0.04,True,1.0,0.0,False,True,nearby_identity,4 New Street Parking – Lawson,4-6 New St  Lawson 2783,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00566,"4-6 Niangala Cl, Belrose NSW 2085",7192,0.03,True,0.714,0.0,False,True,nearby_identity,HomeCo – Belrose,4-6 Niangala Close  Belrose 2085,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00588,"5 Ray St, Sydney, 2074",5961,312.92,False,0.111,0.0,False,False,,Gilroy Lane Car Park – Turramurra,2-8 Turramurra Ave  Turramurra 2074,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00591,"5 Willowdale Dr, Denham Court NSW 2565",4099,2.94,True,1.0,0.0,False,True,nearby_identity,Willowdale Shopping Centre – Denham Court,5 Willowdale Dr  Denham Court 2565,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00612,"53A Orient St, Batemans Bay, 2536",7643,20.5,True,0.857,0.0,False,True,nearby_identity,Dan Murphy’s – Batemans Bay,51/53A Orient St  Batemans Bay 2536,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00612,"53A Orient St, Batemans Bay, 2536",6798,411.38,True,0.5,0.0,False,False,,Batemans Bay Village Centre,1 Perry Street  Batemans Bay 2536,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00616,"54 Minjungbal Dr, Tweed Heads, 2486",6576,0.13,True,1.0,0.0,False,True,nearby_identity,Tweed City Shopping Centre,54 Minjungbal Drive  Tweed Heads 2486,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00642,"594 Anzac Pde, Sydney, 2032",7711,0.08,True,0.667,0.0,False,True,nearby_identity,594 Anzac Parade Parking – Kingsford,594 Anzac Parade  Kingsford 2032,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00653,"6 Myahgah Rd, Sydney, 2088",6008,0.08,True,0.667,0.0,False,True,nearby_identity,Mosman Village Green,6 Myahgah Rd  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00653,"6 Myahgah Rd, Sydney, 2088",4607,337.03,True,0.111,0.0,False,False,,46 Gouldsbury Street Parking – Mosman,46 Gouldsbury St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00657,"60 Glenwood Park Dr, Glenwood NSW 2768",6108,2.1,True,1.0,0.0,False,True,nearby_identity,Glenwood Village Shopping Centre,60 Glenwood Park Drive  Glenwood 2768,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00662,"60-62 Amherst St, Sydney, 2062",7287,0.04,True,0.5,0.0,False,True,nearby_identity,60-62 Amherst Street Parking – Cammeray,60-62 Amhurst Street  Cammeray 2062,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00662,"60-62 Amherst St, Sydney, 2062",7756,141.01,True,0.333,0.0,False,False,,Cammeray Square,Corner Miller St & Amherst St  Cammeray 2062,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00665,"620-658 Terrigal Dr, Central Coast, 2250",6517,0.13,True,0.625,0.0,False,True,nearby_identity,Erina Fair,620-658 Terrigal Dr  Erina 2250,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00669,"634-726 Princes Hwy, Tempe NSW 2044",7214,16.11,True,1.0,0.0,False,True,nearby_identity,Ikea – Tempe,634-726 Princes Hwy  Tempe 2044,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00696,"725 Pittwater Rd, Sydney, 2099",4507,237.94,False,0.091,0.0,False,False,,Dee Why Marketplace,27-33 Oaks Avenue  Dee Why 2099,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00698,"73 Belmore Road, Randwick NSW 2031",5405,27.15,True,1.0,0.0,False,True,nearby_identity,Royal Randwick,73 Belmore Road  Randwick 2031,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00699,"731-741 Military Rd, Sydney, 2088",4607,65.48,False,0.1,0.0,False,False,,46 Gouldsbury Street Parking – Mosman,46 Gouldsbury St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00699,"731-741 Military Rd, Sydney, 2088",5360,285.46,False,0.1,0.0,False,False,,188 Raglan Street Parking – Mosman,188 Raglan St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00699,"731-741 Military Rd, Sydney, 2088",6008,402.21,False,0.222,0.0,False,False,,Mosman Village Green,6 Myahgah Rd  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00710,"772 Anzac Pde, Sydney, 2035",5866,0.03,True,0.667,0.0,False,True,nearby_identity,772 Anzac Parade Parking – Maroubra,772 Anzac Parade  Maroubra 2035,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00734,"819-827 Anzac Pde, Sydney, 2035",5822,39.61,False,0.375,0.0,False,False,,827 Anzac Parade Parking – Maroubra,872 Anzac Parade  Maroubra 2035,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00746,"872 Anzac Pde, Sydney, 2035",5822,0.09,True,0.667,0.0,False,True,nearby_identity,827 Anzac Parade Parking – Maroubra,872 Anzac Parade  Maroubra 2035,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00750,"88 Christie St, St Leonards NSW 2065",6819,6.92,True,1.0,0.0,False,True,nearby_identity,Mall 88 – St Leonards,88 Christie St  St Leonards 2065,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00750,"88 Christie St, St Leonards NSW 2065",5772,432.39,True,0.111,0.0,False,False,,Hume Street Parking – Crows Nest,Pole Lane  Crows Nest 2065,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00753,"888 Pittwater Rd, Sydney, 2099",4507,132.11,False,0.091,0.0,False,False,,Dee Why Marketplace,27-33 Oaks Avenue  Dee Why 2099,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00754,"88-90 Houston Rd, Sydney, 2032",5841,0.09,True,0.714,0.0,False,True,nearby_identity,88 Houston Road Parking – Kingsford,88-90 Houston Road  Kingsford 2032,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00764,"9 Eastern Valley Way, Northbridge NSW 2063",6770,1.53,True,1.0,0.0,False,True,nearby_identity,Northbridge Plaza,9 Eastern Valley Way  Northbridge 2063,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00769,"9 Vickery Ave, Sydney, 2029",5963,0.09,True,0.571,0.0,False,True,nearby_identity,Lyne Park – Rose Bay,9 Vickery Ave  Rose Bay 2029,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00772,"91 Spring St, Sydney, 2022",6699,0.1,True,0.5,0.0,False,True,nearby_identity,Eastgate Bondi Junction,71/91 Spring St  Bondi Junction 2022,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00775,"92 Houston Rd, Kingsford NSW 2032, Australia",5841,17.86,True,0.571,0.208,False,True,nearby_identity,88 Houston Road Parking – Kingsford,88-90 Houston Road  Kingsford 2032,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00777,"93 Byamee St, Dapto NSW 2530",6773,37.27,True,0.5,0.0,False,True,nearby_identity,Dapto Mall,Moombara St  Dapto 2530,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00778,"93 Princes Hwy, Ulladulla, 2539",6579,309.6,False,0.286,0.0,False,False,,Ulladulla Shopping Centre,85 South St  Ulladulla 2539,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00779,"930 Old Northern Rd, Glenorie NSW 2157",7739,0.6,True,1.0,0.0,False,True,nearby_identity,The Village Glenorie,930 Old Northern Road  Glenorie 2157,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00783,"9-49 Chapel Rd, Bankstown NSW 2200",6695,0.25,True,1.0,0.0,False,True,nearby_identity,HomeCo – Bankstown,9-49 Chapel Road  Bankstown 2200,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00819,"Camden Valley Way &, Somerset Ave, Narellan NSW 2567",3525,360.87,True,1.0,0.0,True,False,,Narellan Town Centre,Camden Valley Way & Somerset Avenue  Narellan 2567,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00833,"Cnr Elara Bvd &, Northbourne Dr, Sydney, 2765",7299,0.06,True,0.667,0.0,False,True,nearby_identity,Elara Village – Marsden Park,"Cnr Elara Bvd &, Northbourne Dr  Marsden Park` 2765",Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00834,"Cnr Herring & Waterloo Rd, North Ryde NSW 2113",6614,137.13,True,1.0,0.0,False,True,nearby_identity,Macquarie Centre – North Ryde,Cnr Herring Rd & Waterloo Rd  North Ryde 2113,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00835,"Cnr Herring Rd & Waterloo Rd, Sydney, 2113",6614,37.57,False,0.625,0.0,False,False,nearby_identity,Macquarie Centre – North Ryde,Cnr Herring Rd & Waterloo Rd  North Ryde 2113,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00836,"Cnr Miller & Amherst St, Cammeray NSW 2062",7756,0.93,True,0.714,0.0,False,True,nearby_identity,Cammeray Square,Corner Miller St & Amherst St  Cammeray 2062,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00836,"Cnr Miller & Amherst St, Cammeray NSW 2062",7287,141.9,True,0.333,0.0,False,False,,60-62 Amherst Street Parking – Cammeray,60-62 Amhurst Street  Cammeray 2062,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00850,"Dorhauer Ln, Sydney, 2025",4719,4.94,True,0.333,0.0,False,True,nearby_identity,107 Queen Street Parking – Woollahra,Dorhauer Lane  Woollahra 2025,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00856,"Franklin St, Sydney, 2036",5855,0.14,True,0.5,0.0,False,True,nearby_identity,Pioneers Park Sportsfields – Malabar,3 Franklin St  Malabar 2036,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00884,"Kable Ave, Tamworth, 2340",6730,292.97,False,0.286,0.0,False,False,,Centrepoint Tamworth,"374 Peel Street, Tamworth  Tamworth 2340",Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00889,"Koonya Cct, Sydney, 2229",4411,135.71,False,0.111,0.0,False,False,,HomeCo – Caringbah,220 Taren Point Rd  Caringbah 2229,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00932,"Pole Ln, Sydney, 2065",5772,0.11,True,0.286,0.0,False,True,nearby_identity,Hume Street Parking – Crows Nest,Pole Lane  Crows Nest 2065,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00932,"Pole Ln, Sydney, 2065",6819,426.67,True,0.125,0.0,False,False,,Mall 88 – St Leonards,88 Christie St  St Leonards 2065,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00970,"Vesper St, Batemans Bay, 2536",6798,295.23,False,0.571,0.0,False,False,,Batemans Bay Village Centre,1 Perry Street  Batemans Bay 2536,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00970,"Vesper St, Batemans Bay, 2536",7643,337.88,False,0.5,0.0,False,False,,Dan Murphy’s – Batemans Bay,51/53A Orient St  Batemans Bay 2536,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_00976,"William St, Sydney, 2046",5947,0.1,True,0.5,0.0,False,True,nearby_identity,Five Dock Leisure Centre,William St  Five Dock 2046,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01071,20-22 Camden Rd Campbelltown NSW 2560 Australia,6701,156.36,False,0.222,0.0,False,False,,Marketfair Campbelltown,4 Tindall Street  Campbelltown 2560,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01292,"173 Canterbury Road, Bankstown NSW 2200",6695,181.89,False,0.375,0.0,False,False,,HomeCo – Bankstown,9-49 Chapel Road  Bankstown 2200,Evie Networks,https://evie.com.au/find-a-charger/
